timestamp,price
2025-04-01 00:00:00,206
2025-04-01 00:01:00,221
2025-04-01 00:02:00,269
2025-04-01 00:03:00,170
2025-04-01 00:04:00,261
2025-04-01 00:05:00,276
2025-04-01 00:06:00,258
2025-04-01 00:07:00,289
2025-04-01 00:08:00,197
2025-04-01 00:09:00,333
2025-04-01 00:10:00,158
2025-04-01 00:11:00,205
2025-04-01 00:12:00,202
2025-04-01 00:13:00,266
2025-04-01 00:14:00,248
2025-04-01 00:15:00,257
2025-04-01 00:16:00,281
2025-04-01 00:17:00,231
2025-04-01 00:18:00,162
2025-04-01 00:19:00,349
2025-04-01 00:20:00,288
2025-04-01 00:21:00,240
2025-04-01 00:22:00,174
2025-04-01 00:23:00,291
2025-04-01 00:24:00,241
2025-04-01 00:25:00,275
2025-04-01 00:26:00,289
2025-04-01 00:27:00,247
2025-04-01 00:28:00,264
2025-04-01 00:29:00,255
2025-04-01 00:30:00,207
2025-04-01 00:31:00,194
2025-04-01 00:32:00,218
2025-04-01 00:33:00,164
2025-04-01 00:34:00,208
2025-04-01 00:35:00,309
2025-04-01 00:36:00,232
2025-04-01 00:37:00,240
2025-04-01 00:38:00,171
2025-04-01 00:39:00,277
2025-04-01 00:40:00,199
2025-04-01 00:41:00,184
2025-04-01 00:42:00,304
2025-04-01 00:43:00,245
2025-04-01 00:44:00,196
2025-04-01 00:45:00,288
2025-04-01 00:46:00,209
2025-04-01 00:47:00,249
2025-04-01 00:48:00,243
2025-04-01 00:49:00,238
2025-04-01 00:50:00,151
2025-04-01 00:51:00,347
2025-04-01 00:52:00,164
2025-04-01 00:53:00,181
2025-04-01 00:54:00,227
2025-04-01 00:55:00,256
2025-04-01 00:56:00,170
2025-04-01 00:57:00,228
2025-04-01 00:58:00,276
2025-04-01 00:59:00,222
2025-04-01 01:00:00,193
2025-04-01 01:01:00,181
2025-04-01 01:02:00,176
2025-04-01 01:03:00,101
2025-04-01 01:04:00,146
2025-04-01 01:05:00,127
2025-04-01 01:06:00,187
2025-04-01 01:07:00,133
2025-04-01 01:08:00,192
2025-04-01 01:09:00,119
2025-04-01 01:10:00,108
2025-04-01 01:11:00,115
2025-04-01 01:12:00,194
2025-04-01 01:13:00,114
2025-04-01 01:14:00,105
2025-04-01 01:15:00,172
2025-04-01 01:16:00,144
2025-04-01 01:17:00,192
2025-04-01 01:18:00,182
2025-04-01 01:19:00,200
2025-04-01 01:20:00,133
2025-04-01 01:21:00,199
2025-04-01 01:22:00,154
2025-04-01 01:23:00,185
2025-04-01 01:24:00,105
2025-04-01 01:25:00,166
2025-04-01 01:26:00,176
2025-04-01 01:27:00,176
2025-04-01 01:28:00,121
2025-04-01 01:29:00,149
2025-04-01 01:30:00,107
2025-04-01 01:31:00,259
2025-04-01 01:32:00,161
2025-04-01 01:33:00,149
2025-04-01 01:34:00,100
2025-04-01 01:35:00,171
2025-04-01 01:36:00,136
2025-04-01 01:37:00,153
2025-04-01 01:38:00,188
2025-04-01 01:39:00,189
2025-04-01 01:40:00,129
2025-04-01 01:41:00,248
2025-04-01 01:42:00,154
2025-04-01 01:43:00,129
2025-04-01 01:44:00,127
2025-04-01 01:45:00,124
2025-04-01 01:46:00,192
2025-04-01 01:47:00,195
2025-04-01 01:48:00,104
2025-04-01 01:49:00,191
2025-04-01 01:50:00,141
2025-04-01 01:51:00,148
2025-04-01 01:52:00,167
2025-04-01 01:53:00,192
2025-04-01 01:54:00,195
2025-04-01 01:55:00,132
2025-04-01 01:56:00,173
2025-04-01 01:57:00,131
2025-04-01 01:58:00,198
2025-04-01 01:59:00,200
2025-04-01 02:00:00,199
2025-04-01 02:01:00,135
2025-04-01 02:02:00,153
2025-04-01 02:03:00,150
2025-04-01 02:04:00,153
2025-04-01 02:05:00,104
2025-04-01 02:06:00,109
2025-04-01 02:07:00,116
2025-04-01 02:08:00,150
2025-04-01 02:09:00,101
2025-04-01 02:10:00,113
2025-04-01 02:11:00,145
2025-04-01 02:12:00,163
2025-04-01 02:13:00,196
2025-04-01 02:14:00,193
2025-04-01 02:15:00,144
2025-04-01 02:16:00,150
2025-04-01 02:17:00,113
2025-04-01 02:18:00,151
2025-04-01 02:19:00,153
2025-04-01 02:20:00,147
2025-04-01 02:21:00,189
2025-04-01 02:22:00,194
2025-04-01 02:23:00,102
2025-04-01 02:24:00,178
2025-04-01 02:25:00,129
2025-04-01 02:26:00,166
2025-04-01 02:27:00,182
2025-04-01 02:28:00,275
2025-04-01 02:29:00,106
2025-04-01 02:30:00,138
2025-04-01 02:31:00,108
2025-04-01 02:32:00,110
2025-04-01 02:33:00,190
2025-04-01 02:34:00,170
2025-04-01 02:35:00,142
2025-04-01 02:36:00,120
2025-04-01 02:37:00,120
2025-04-01 02:38:00,129
2025-04-01 02:39:00,185
2025-04-01 02:40:00,102
2025-04-01 02:41:00,106
2025-04-01 02:42:00,150
2025-04-01 02:43:00,107
2025-04-01 02:44:00,162
2025-04-01 02:45:00,140
2025-04-01 02:46:00,112
2025-04-01 02:47:00,187
2025-04-01 02:48:00,151
2025-04-01 02:49:00,194
2025-04-01 02:50:00,104
2025-04-01 02:51:00,164
2025-04-01 02:52:00,119
2025-04-01 02:53:00,111
2025-04-01 02:54:00,189
2025-04-01 02:55:00,181
2025-04-01 02:56:00,109
2025-04-01 02:57:00,270
2025-04-01 02:58:00,161
2025-04-01 02:59:00,186
2025-04-01 03:00:00,111
2025-04-01 03:01:00,152
2025-04-01 03:02:00,101
2025-04-01 03:03:00,190
2025-04-01 03:04:00,183
2025-04-01 03:05:00,181
2025-04-01 03:06:00,112
2025-04-01 03:07:00,117
2025-04-01 03:08:00,158
2025-04-01 03:09:00,132
2025-04-01 03:10:00,248
2025-04-01 03:11:00,146
2025-04-01 03:12:00,150
2025-04-01 03:13:00,127
2025-04-01 03:14:00,172
2025-04-01 03:15:00,108
2025-04-01 03:16:00,174
2025-04-01 03:17:00,118
2025-04-01 03:18:00,119
2025-04-01 03:19:00,104
2025-04-01 03:20:00,104
2025-04-01 03:21:00,105
2025-04-01 03:22:00,161
2025-04-01 03:23:00,193
2025-04-01 03:24:00,135
2025-04-01 03:25:00,271
2025-04-01 03:26:00,140
2025-04-01 03:27:00,131
2025-04-01 03:28:00,130
2025-04-01 03:29:00,159
2025-04-01 03:30:00,165
2025-04-01 03:31:00,100
2025-04-01 03:32:00,148
2025-04-01 03:33:00,106
2025-04-01 03:34:00,149
2025-04-01 03:35:00,113
2025-04-01 03:36:00,183
2025-04-01 03:37:00,132
2025-04-01 03:38:00,162
2025-04-01 03:39:00,137
2025-04-01 03:40:00,118
2025-04-01 03:41:00,150
2025-04-01 03:42:00,125
2025-04-01 03:43:00,173
2025-04-01 03:44:00,152
2025-04-01 03:45:00,130
2025-04-01 03:46:00,188
2025-04-01 03:47:00,142
2025-04-01 03:48:00,183
2025-04-01 03:49:00,182
2025-04-01 03:50:00,139
2025-04-01 03:51:00,103
2025-04-01 03:52:00,181
2025-04-01 03:53:00,192
2025-04-01 03:54:00,162
2025-04-01 03:55:00,184
2025-04-01 03:56:00,170
2025-04-01 03:57:00,194
2025-04-01 03:58:00,139
2025-04-01 03:59:00,200
2025-04-01 04:00:00,161
2025-04-01 04:01:00,130
2025-04-01 04:02:00,146
2025-04-01 04:03:00,155
2025-04-01 04:04:00,145
2025-04-01 04:05:00,188
2025-04-01 04:06:00,199
2025-04-01 04:07:00,112
2025-04-01 04:08:00,120
2025-04-01 04:09:00,100
2025-04-01 04:10:00,181
2025-04-01 04:11:00,129
2025-04-01 04:12:00,200
2025-04-01 04:13:00,150
2025-04-01 04:14:00,141
2025-04-01 04:15:00,117
2025-04-01 04:16:00,142
2025-04-01 04:17:00,125
2025-04-01 04:18:00,192
2025-04-01 04:19:00,129
2025-04-01 04:20:00,116
2025-04-01 04:21:00,111
2025-04-01 04:22:00,140
2025-04-01 04:23:00,196
2025-04-01 04:24:00,108
2025-04-01 04:25:00,151
2025-04-01 04:26:00,161
2025-04-01 04:27:00,292
2025-04-01 04:28:00,147
2025-04-01 04:29:00,161
2025-04-01 04:30:00,151
2025-04-01 04:31:00,192
2025-04-01 04:32:00,118
2025-04-01 04:33:00,148
2025-04-01 04:34:00,176
2025-04-01 04:35:00,121
2025-04-01 04:36:00,104
2025-04-01 04:37:00,123
2025-04-01 04:38:00,100
2025-04-01 04:39:00,129
2025-04-01 04:40:00,108
2025-04-01 04:41:00,139
2025-04-01 04:42:00,133
2025-04-01 04:43:00,131
2025-04-01 04:44:00,160
2025-04-01 04:45:00,175
2025-04-01 04:46:00,103
2025-04-01 04:47:00,131
2025-04-01 04:48:00,107
2025-04-01 04:49:00,170
2025-04-01 04:50:00,174
2025-04-01 04:51:00,196
2025-04-01 04:52:00,111
2025-04-01 04:53:00,116
2025-04-01 04:54:00,118
2025-04-01 04:55:00,196
2025-04-01 04:56:00,188
2025-04-01 04:57:00,147
2025-04-01 04:58:00,143
2025-04-01 04:59:00,122
2025-04-01 05:00:00,149
2025-04-01 05:01:00,193
2025-04-01 05:02:00,158
2025-04-01 05:03:00,160
2025-04-01 05:04:00,180
2025-04-01 05:05:00,102
2025-04-01 05:06:00,191
2025-04-01 05:07:00,138
2025-04-01 05:08:00,106
2025-04-01 05:09:00,126
2025-04-01 05:10:00,257
2025-04-01 05:11:00,330
2025-04-01 05:12:00,124
2025-04-01 05:13:00,163
2025-04-01 05:14:00,156
2025-04-01 05:15:00,110
2025-04-01 05:16:00,168
2025-04-01 05:17:00,109
2025-04-01 05:18:00,145
2025-04-01 05:19:00,147
2025-04-01 05:20:00,140
2025-04-01 05:21:00,165
2025-04-01 05:22:00,139
2025-04-01 05:23:00,122
2025-04-01 05:24:00,129
2025-04-01 05:25:00,162
2025-04-01 05:26:00,124
2025-04-01 05:27:00,199
2025-04-01 05:28:00,136
2025-04-01 05:29:00,118
2025-04-01 05:30:00,145
2025-04-01 05:31:00,145
2025-04-01 05:32:00,113
2025-04-01 05:33:00,170
2025-04-01 05:34:00,190
2025-04-01 05:35:00,126
2025-04-01 05:36:00,162
2025-04-01 05:37:00,106
2025-04-01 05:38:00,133
2025-04-01 05:39:00,130
2025-04-01 05:40:00,143
2025-04-01 05:41:00,182
2025-04-01 05:42:00,110
2025-04-01 05:43:00,146
2025-04-01 05:44:00,176
2025-04-01 05:45:00,151
2025-04-01 05:46:00,168
2025-04-01 05:47:00,168
2025-04-01 05:48:00,134
2025-04-01 05:49:00,147
2025-04-01 05:50:00,143
2025-04-01 05:51:00,124
2025-04-01 05:52:00,132
2025-04-01 05:53:00,184
2025-04-01 05:54:00,115
2025-04-01 05:55:00,177
2025-04-01 05:56:00,199
2025-04-01 05:57:00,126
2025-04-01 05:58:00,119
2025-04-01 05:59:00,145
2025-04-01 06:00:00,141
2025-04-01 06:01:00,129
2025-04-01 06:02:00,143
2025-04-01 06:03:00,170
2025-04-01 06:04:00,138
2025-04-01 06:05:00,149
2025-04-01 06:06:00,128
2025-04-01 06:07:00,231
2025-04-01 06:08:00,197
2025-04-01 06:09:00,172
2025-04-01 06:10:00,168
2025-04-01 06:11:00,178
2025-04-01 06:12:00,119
2025-04-01 06:13:00,171
2025-04-01 06:14:00,233
2025-04-01 06:15:00,316
2025-04-01 06:16:00,164
2025-04-01 06:17:00,128
2025-04-01 06:18:00,146
2025-04-01 06:19:00,124
2025-04-01 06:20:00,177
2025-04-01 06:21:00,166
2025-04-01 06:22:00,120
2025-04-01 06:23:00,149
2025-04-01 06:24:00,193
2025-04-01 06:25:00,149
2025-04-01 06:26:00,140
2025-04-01 06:27:00,135
2025-04-01 06:28:00,189
2025-04-01 06:29:00,117
2025-04-01 06:30:00,132
2025-04-01 06:31:00,120
2025-04-01 06:32:00,112
2025-04-01 06:33:00,101
2025-04-01 06:34:00,193
2025-04-01 06:35:00,109
2025-04-01 06:36:00,237
2025-04-01 06:37:00,139
2025-04-01 06:38:00,135
2025-04-01 06:39:00,218
2025-04-01 06:40:00,102
2025-04-01 06:41:00,146
2025-04-01 06:42:00,135
2025-04-01 06:43:00,177
2025-04-01 06:44:00,189
2025-04-01 06:45:00,171
2025-04-01 06:46:00,149
2025-04-01 06:47:00,140
2025-04-01 06:48:00,175
2025-04-01 06:49:00,163
2025-04-01 06:50:00,193
2025-04-01 06:51:00,128
2025-04-01 06:52:00,187
2025-04-01 06:53:00,127
2025-04-01 06:54:00,126
2025-04-01 06:55:00,113
2025-04-01 06:56:00,170
2025-04-01 06:57:00,161
2025-04-01 06:58:00,137
2025-04-01 06:59:00,132
2025-04-01 07:00:00,164
2025-04-01 07:01:00,118
2025-04-01 07:02:00,193
